subject,index,condition,session,distance_to_null
NODEAP_65,216,C,S1D1,2.7698202
NODEAP_65,217,S,S1D2,3.4021847
NODEAP_65,218,S,S2D1,2.5031972
NODEAP_65,219,C,S2D2,2.8180308
NODEAP_65,220,S,S3D1,2.3598974
NODEAP_65,221,S,S3D2,3.2242053
NODEAP_66,223,S,S1D1,3.2059593
NODEAP_66,224,C,S1D2,3.0152247
NODEAP_66,225,C,S2D1,4.205998
NODEAP_66,226,S,S2D2,2.8281605
NODEAP_66,227,S,S3D1,2.5339909
NODEAP_66,228,S,S3D2,2.0139158
NODEAP_68,230,C,S1D1,1.6018602
NODEAP_68,231,S,S1D2,3.4691231
NODEAP_68,232,S,S2D1,1.9895658
NODEAP_68,233,S,S2D2,2.616792
NODEAP_68,234,S,S3D1,3.680202
NODEAP_68,235,C,S3D2,3.6300933
NODEAP_70,237,S,S1D1,3.1891904
NODEAP_70,238,S,S1D2,2.96614
NODEAP_70,239,C,S2D1,2.7656865
NODEAP_70,240,S,S2D2,3.5894108
NODEAP_70,241,S,S3D1,4.8871474
NODEAP_70,242,C,S3D2,5.812054
NODEAP_73,244,C,S1D1,3.5552754
NODEAP_73,245,S,S1D2,2.366846
NODEAP_73,246,S,S2D1,3.478009
NODEAP_73,247,C,S2D2,1.6111125
NODEAP_73,248,S,S3D1,3.4933884
NODEAP_73,249,S,S3D2,3.4403126
NODEAP_74,251,S,S1D1,2.9692085
NODEAP_74,252,S,S1D2,2.8391008
NODEAP_74,253,C,S2D1,2.8076541
NODEAP_74,254,S,S2D2,3.0080798
NODEAP_74,255,S,S3D1,3.1577458
NODEAP_74,256,C,S3D2,3.5816958
NODEAP_76,258,S,S1D1,1.8967423
NODEAP_76,259,C,S1D2,1.7835094
NODEAP_76,260,C,S2D1,4.2102304
NODEAP_76,261,S,S2D2,1.8248801
NODEAP_76,262,S,S3D1,3.526656
NODEAP_76,263,S,S3D2,2.2129967
NODEAP_77,265,C,S1D1,2.8183446
NODEAP_77,266,S,S1D2,2.5822263
NODEAP_77,267,S,S2D1,1.6868231
NODEAP_77,268,S,S2D2,3.441916
NODEAP_77,269,S,S3D1,3.4636931
NODEAP_77,270,C,S3D2,2.6565096
NODEAP_78,272,S,S1D1,0.0
NODEAP_78,273,C,S1D2,1.4773471
NODEAP_78,274,S,S2D1,3.8270671
NODEAP_78,275,S,S2D2,2.2977104
NODEAP_78,276,C,S3D1,2.0092342
NODEAP_78,277,S,S3D2,2.3657155
NODEAP_79,279,S,S1D1,2.474917
NODEAP_79,280,C,S1D2,1.6280105
NODEAP_79,281,S,S2D1,3.0321398
NODEAP_79,282,S,S2D2,3.6915329
NODEAP_79,283,C,S3D1,3.103817
NODEAP_79,284,S,S3D2,2.4896753
NODEAP_80,286,S,S1D1,2.2533526
NODEAP_80,287,C,S1D2,3.2219262
NODEAP_80,288,S,S2D1,2.425916
NODEAP_80,289,S,S2D2,2.4339426
NODEAP_80,290,C,S3D1,3.4917657
NODEAP_80,291,S,S3D2,3.8004305
NODEAP_83,293,S,S1D1,3.0896637
NODEAP_83,294,S,S1D2,2.9738376
NODEAP_83,295,C,S2D1,3.6782846
NODEAP_83,296,S,S2D2,3.4530566
NODEAP_83,297,C,S3D2,3.2877877
NODEAP_84,299,S,S1D1,2.2416713
NODEAP_84,300,S,S1D2,1.8832519
NODEAP_84,301,C,S2D1,3.1411865
NODEAP_84,302,S,S2D2,2.7018964
NODEAP_84,303,S,S3D1,2.6066582
NODEAP_84,304,C,S3D2,3.1587858
NODEAP_85,306,C,S1D1,1.9629866
NODEAP_85,307,S,S1D2,4.0083766
NODEAP_85,308,S,S2D1,2.8586318
NODEAP_85,309,S,S2D2,2.9199128
NODEAP_85,310,S,S3D1,2.773544
NODEAP_85,311,C,S3D2,2.2793305
NODEAP_86,313,C,S1D1,6.9657702
NODEAP_86,314,S,S1D2,4.939852
NODEAP_86,315,S,S2D1,4.09498
NODEAP_86,316,C,S2D2,3.8332298
NODEAP_86,317,S,S3D1,5.0815554
NODEAP_86,318,S,S3D2,4.7457886
