SubID,StimLoc,TMS_effect_actual,TMS_effect_predicted,subject,day2_tms_effect
NODEAP_06,pOFC,0.5833333333333334,-0.1195400872038003,NODEAP_06,-0.09007120000000013
NODEAP_08,pOFC,-0.0555555555555555,-0.0654627068557334,NODEAP_08,-2.2184953999999997
NODEAP_09,pOFC,0.4920634920634921,0.1633472708547028,NODEAP_09,-1.9355392
NODEAP_10,pOFC,0.2777777777777778,0.2210876677632468,NODEAP_10,-1.0419657999999998
NODEAP_15,pOFC,0.5,0.4371480174130507,NODEAP_15,-1.4887227000000003
NODEAP_16,pOFC,-0.4166666666666667,-0.3147630516264392,NODEAP_16,0.5622592000000002
NODEAP_24,pOFC,-0.3809523809523809,0.165849972768493,NODEAP_24,0.6962844000000001
NODEAP_26,pOFC,0.2936507936507936,0.2966946951738016,NODEAP_26,1.9382064999999997
NODEAP_34,pOFC,-0.6944444444444444,-0.3419865507301381,NODEAP_34,0.4581412
NODEAP_35,pOFC,0.6341269841269841,0.429804543280907,NODEAP_35,-0.06871380000000027
NODEAP_36,pOFC,0.3888888888888889,-0.0973871173152026,NODEAP_36,0.9787939999999997
NODEAP_44,pOFC,-0.1111111111111111,-0.1294947266638837,NODEAP_44,0.9846708
NODEAP_59,pOFC,0.1944444444444444,0.0341959875667765,NODEAP_59,-1.9779754
NODEAP_63,pOFC,0.361111111111111,0.3315528802629047,NODEAP_63,-3.2664843
NODEAP_64,pOFC,0.3611111111111111,0.1589278935097734,NODEAP_64,-0.43694109999999986
NODEAP_65,pOFC,0.1111111111111111,-0.0024674867184872,NODEAP_65,-0.4061745000000001
NODEAP_70,pOFC,-0.0222222222222221,0.1305768966564221,NODEAP_70,2.8459139999999996
NODEAP_73,pOFC,-0.5277777777777778,-0.1201007619778825,NODEAP_73,-1.8292001
NODEAP_74,pOFC,-0.3333333333333332,0.1191350538550014,NODEAP_74,0.7425949999999997
NODEAP_76,pOFC,0.0134920634920634,0.3223322534981142,NODEAP_76,-0.4294873000000001
NODEAP_77,pOFC,-0.2549019607843137,0.0036772362840691,NODEAP_77,-0.7854063999999998
NODEAP_79,pOFC,0.1666666666666667,0.1765368586671494,NODEAP_79,-2.0635224
NODEAP_83,pOFC,0.0555555555555555,0.1368054907272187,NODEAP_83,
NODEAP_07,aOFC,0.1944444444444444,0.1901781566559346,NODEAP_07,-0.3574099999999998
NODEAP_12,aOFC,-0.0833333333333334,0.237457718813867,NODEAP_12,-2.9331703
NODEAP_13,aOFC,-0.7452380952380953,-0.4963432932828764,NODEAP_13,0.06040119999999982
NODEAP_30,aOFC,-0.1666666666666666,0.0092013840769672,NODEAP_30,
NODEAP_39,aOFC,-0.1388888888888889,-0.1453075892257536,NODEAP_39,-0.012198000000000153
NODEAP_41,aOFC,-0.3888888888888889,0.0589282113883319,NODEAP_41,-2.2901366
NODEAP_43,aOFC,0.3888888888888889,-0.0158442171321215,NODEAP_43,1.858546
NODEAP_45,aOFC,-0.0833333333333333,-0.0048422232986633,NODEAP_45,1.6484812
NODEAP_46,aOFC,-0.2857142857142857,0.0544067673170844,NODEAP_46,0.17570070000000015
NODEAP_48,aOFC,0.2285714285714285,0.0378171322808104,NODEAP_48,-1.5966366
NODEAP_51,aOFC,-0.3769841269841269,-0.003099115952044,NODEAP_51,0.47510799999999964
NODEAP_53,aOFC,0.0126984126984127,0.0895614003968051,NODEAP_53,-0.6903551000000001
NODEAP_55,aOFC,-0.2483660130718954,-0.0329881650757944,NODEAP_55,2.43925372401869
NODEAP_56,aOFC,0.0833333333333333,-0.0477250827872675,NODEAP_56,-1.3863301000000003
NODEAP_60,aOFC,0.4166666666666667,0.2484809589089201,NODEAP_60,-0.9881706000000001
NODEAP_66,aOFC,0.3055555555555556,0.1378652177535974,NODEAP_66,1.0013089000000002
NODEAP_68,aOFC,0.0277777777777777,-0.0963641663509722,NODEAP_68,1.0133013000000002
NODEAP_78,aOFC,0.323015873015873,0.1478597474754002,NODEAP_78,-0.8203633000000001
NODEAP_80,aOFC,-0.2365079365079365,0.0818913745019435,NODEAP_80,0.7879836
NODEAP_84,aOFC,0.2777777777777778,0.0930402002162741,NODEAP_84,1.2755338999999999
NODEAP_85,aOFC,-0.0134453781512604,-0.1535057438856957,NODEAP_85,-0.6405823000000002
NODEAP_86,aOFC,0.4444444444444445,0.2767406295153676,NODEAP_86,-0.9125588000000002
