subject,index,condition,session,distance_to_null
NODEAP_53,172,S,S3D2,2.3679047
NODEAP_55,174,S,S1D1,2.033862
NODEAP_55,175,S,S1D2,1.0457388e-07
NODEAP_55,176,C,S2D1,1.8016595
NODEAP_55,177,S,S2D2,3.0512424
NODEAP_55,178,S,S3D1,2.3429842
NODEAP_55,179,C,S3D2,2.466674
NODEAP_56,181,S,S1D1,1.5063304
NODEAP_56,182,S,S1D2,3.0975397
NODEAP_56,183,S,S2D1,1.6270449
NODEAP_56,184,C,S2D2,2.0190055
NODEAP_56,185,C,S3D1,3.349952
NODEAP_56,186,S,S3D2,2.773001
NODEAP_59,188,S,S1D1,6.337607
NODEAP_59,189,C,S1D2,5.152079
NODEAP_59,190,C,S2D1,3.9399388
NODEAP_59,191,S,S2D2,4.424242
NODEAP_59,192,S,S3D1,3.6962032
NODEAP_59,193,S,S3D2,4.5458636
NODEAP_60,195,C,S1D1,1.8116813
NODEAP_60,196,S,S1D2,3.121469
NODEAP_60,197,S,S2D1,4.132441
NODEAP_60,198,S,S2D2,4.60687
NODEAP_60,199,S,S3D1,2.2596977
NODEAP_60,200,C,S3D2,2.4834127
NODEAP_63,202,S,S1D1,2.2398202
NODEAP_63,203,S,S1D2,4.579463
NODEAP_63,204,C,S2D1,2.6631954
NODEAP_63,205,S,S2D2,3.8142705
NODEAP_63,206,S,S3D1,2.3055289
NODEAP_63,207,C,S3D2,2.8335748
NODEAP_64,209,C,S1D1,3.8960407
NODEAP_64,210,S,S1D2,3.436237
NODEAP_64,211,S,S2D1,2.4794905
NODEAP_64,212,S,S2D2,4.004401
NODEAP_64,213,S,S3D1,2.910894
NODEAP_64,214,C,S3D2,3.734213
NODEAP_65,216,C,S1D1,2.1640158
NODEAP_65,217,S,S1D2,3.3997812
NODEAP_65,218,S,S2D1,3.8612492
NODEAP_65,219,C,S2D2,2.28626
NODEAP_65,220,S,S3D1,2.0867207
NODEAP_65,221,S,S3D2,2.6251202
NODEAP_66,223,S,S1D1,2.1954048
NODEAP_66,224,C,S1D2,3.931381
NODEAP_66,225,C,S2D1,3.967744
NODEAP_66,226,S,S2D2,3.0704477
NODEAP_66,227,S,S3D1,3.3039193
NODEAP_66,228,S,S3D2,2.600737
NODEAP_68,230,C,S1D1,1.8790336
NODEAP_68,231,S,S1D2,2.3928106
NODEAP_68,232,S,S2D1,1.9324343
NODEAP_68,233,S,S2D2,2.0759192
NODEAP_68,234,S,S3D1,2.0216289
NODEAP_68,235,C,S3D2,3.502883
NODEAP_70,237,S,S1D1,3.6385972
NODEAP_70,238,S,S1D2,3.3117821
NODEAP_70,239,C,S2D1,3.167203
NODEAP_70,240,S,S2D2,3.7163556
NODEAP_70,241,S,S3D1,3.6271205
NODEAP_70,242,C,S3D2,3.7032628
NODEAP_73,244,C,S1D1,4.6641774
NODEAP_73,245,S,S1D2,2.4431639
NODEAP_73,246,S,S2D1,2.472871
NODEAP_73,247,C,S2D2,2.1869054
NODEAP_73,248,S,S3D1,2.2045064
NODEAP_73,249,S,S3D2,3.426203
NODEAP_74,251,S,S1D1,2.7874303
NODEAP_74,252,S,S1D2,2.7074273
NODEAP_74,253,C,S2D1,1.8783618
NODEAP_74,254,S,S2D2,4.040997
NODEAP_74,255,S,S3D1,3.1970658
NODEAP_74,256,C,S3D2,2.3602273
NODEAP_76,258,S,S1D1,1.9351056
NODEAP_76,259,C,S1D2,2.1872163
NODEAP_76,260,C,S2D1,2.3501306
NODEAP_76,261,S,S2D2,2.7650228
NODEAP_76,262,S,S3D1,1.8077657
NODEAP_76,263,S,S3D2,3.8392754
NODEAP_77,265,C,S1D1,2.6337893
NODEAP_77,266,S,S1D2,2.6212192
NODEAP_77,267,S,S2D1,1.4010297
NODEAP_77,268,S,S2D2,2.7999935
NODEAP_77,269,S,S3D1,2.4481232
NODEAP_77,270,C,S3D2,3.879261
NODEAP_78,272,S,S1D1,0.0
NODEAP_78,273,C,S1D2,2.6663425
NODEAP_78,274,S,S2D1,2.631586
NODEAP_78,275,S,S2D2,1.8962822
NODEAP_78,276,C,S3D1,2.1785336
NODEAP_78,277,S,S3D2,2.1337552
NODEAP_79,279,S,S1D1,3.4323406
NODEAP_79,280,C,S1D2,2.9585843
NODEAP_79,281,S,S2D1,4.4009094
NODEAP_79,282,S,S2D2,3.1183314
NODEAP_79,283,C,S3D1,2.0964665
NODEAP_79,284,S,S3D2,2.1929383
NODEAP_80,286,S,S1D1,1.8148048
NODEAP_80,287,C,S1D2,2.8749692
NODEAP_80,288,S,S2D1,2.570704
NODEAP_80,289,S,S2D2,2.1534617
NODEAP_80,290,C,S3D1,3.5474534
NODEAP_80,291,S,S3D2,1.4189415
NODEAP_83,293,S,S1D1,4.7509437
NODEAP_83,294,S,S1D2,1.9799222
NODEAP_83,295,C,S2D1,3.8036351
NODEAP_83,296,S,S2D2,3.971442
NODEAP_83,297,C,S3D2,2.3759937
NODEAP_84,299,S,S1D1,2.262161
NODEAP_84,300,S,S1D2,1.3623605
NODEAP_84,301,C,S2D1,1.6087104
NODEAP_84,302,S,S2D2,2.001644
NODEAP_84,303,S,S3D1,2.6388302
NODEAP_84,304,C,S3D2,2.255215
NODEAP_85,306,C,S1D1,1.919016
NODEAP_85,307,S,S1D2,2.8354142
NODEAP_85,308,S,S2D1,2.622293
NODEAP_85,309,S,S2D2,2.2946274
NODEAP_85,310,S,S3D1,3.0608134
NODEAP_85,311,C,S3D2,2.6175277
NODEAP_86,313,C,S1D1,1.5298572
NODEAP_86,314,S,S1D2,2.2667737
NODEAP_86,315,S,S2D1,2.9098935
NODEAP_86,316,C,S2D2,2.8109915
NODEAP_86,317,S,S3D1,2.5280612
NODEAP_86,318,S,S3D2,3.628446
